FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,COUNTY_NAME,LAT,LONG,ELEVATION
1397640,Cape Hinchinbrook,Cape,Valdez-Cordova (CA),60.2347222,-146.6416667,7
1397658,Ester,Populated Place,Fairbanks North Star,64.8472222,-148.0144444,224
1397798,Magitchlie Creek,Stream,Yukon-Koyukuk (CA),63.5408333,-158.2083333,28
1397808,Middle Fork Chena River,Stream,Fairbanks North Star,64.9411111,-146.2513889,252
1397815,Alaska Range,Range,Yukon-Koyukuk (CA),62.5833333,-153.0833333,1555
1397822,Aleutian Islands,Island,Aleutians West (CA),52.0969444,-173.5005556,143
1397829,Lake Nunavaugaluk,Lake,Dillingham (CA),59.2444444,-158.9,10
1397835,Bering Sea,Sea,Aleutians West (CA),59.1402778,-163.6597222,0
1397853,East Fork Chandalar River,Stream,Yukon-Koyukuk (CA),67.1016667,-147.2386111,254
1397909,Adak Island,Island,Aleutians West (CA),51.7844444,-176.6402778,177
1397910,Adak Strait,Channel,Aleutians West (CA),51.7730556,-177.0263889,0
1397917,Admiralty Bay,Bay,North Slope,70.8933333,-155.6844444,0
1397926,Afognak,Populated Place,Kodiak Island,58.0221236,-152.7652264,28
1397928,Afognak Island,Island,Kodiak Island,58.2622222,-152.5883333,164
1397947,Aghiyuk Island,Island,Kodiak Island,56.18,-156.7877778,258
1397956,Agiapuk River,Stream,Nome (CA),65.1663889,-165.6838889,2
1397980,Ahklun Mountains,Range,Bethel (CA),59.3833333,-160.7,367
1397991,Aiaktalik Island,Island,Kodiak Island,56.7038889,-154.0552778,32
1397993,Aichilik River,Stream,North Slope,69.8416667,-142.0647222,0
1398007,Akhiok,Populated Place,Kodiak Island,56.9455556,-154.1702778,10
1398011,Akiachak,Populated Place,Bethel (CA),60.9094444,-161.4313889,4
1398012,Akiak,Populated Place,Bethel (CA),60.9122222,-161.2138889,4
1398018,Akoolokok Point,Cape,Nome (CA),63.4227778,-169.6536111,2
1398030,Akun Island,Island,Aleutians East,54.1883333,-165.5286111,156
1398032,Akutan Island,Island,Aleutians East,54.1280556,-165.9180556,258
1398038,Alagnak River,Stream,Lake and Peninsula,59.0047222,-156.8602778,0
1398042,Alakanuk,Populated Place,Wade Hampton (CA),62.6888889,-164.6152778,3
1398091,Aleknagik,Populated Place,Dillingham (CA),59.2730556,-158.6177778,11
1398092,Lake Aleknagik,Lake,Dillingham (CA),59.3394444,-158.8019444,11
1398097,Alexander,Locale,Matanuska-Susitna,61.4172222,-150.5969444,9
1398108,Alfred Creek,Stream,Yukon-Koyukuk (CA),66.0866667,-148.62,95
1398119,Alitak Bay,Bay,Kodiak Island,56.8852778,-154.1216667,0
1398122,Aliulik Peninsula,Cape,Kodiak Island,56.8330556,-153.9491667,129
1398129,Allakaket,Populated Place,Yukon-Koyukuk (CA),66.5655556,-152.6455556,122
1398161,Mount Alverstone,Summit,Yakutat,60.3502778,-139.0772222,4238
1398170,Amanka Lake,Lake,Dillingham (CA),59.1038889,-159.1988889,12
1398181,Amber Bay,Bay,Lake and Peninsula,56.8180556,-157.3852778,0
1398184,Amchitka Pass,Channel,Aleutians West (CA),51.7666667,179.9833333,
1398206,Amlia Island,Island,Aleutians West (CA),52.0786111,-173.5283333,229
1398235,Anaktuvuk Pass,Populated Place,North Slope,68.1433333,-151.7358333,663
1398236,Anaktuvuk River,Stream,North Slope,69.5561111,-151.4677778,39
1398242,Anchorage,Populated Place,Anchorage,61.2180556,-149.9002778,29
1398245,Anderson,Populated Place,Denali,64.3441667,-149.1869444,156
1398261,Saint Marys,Populated Place,Wade Hampton (CA),62.0530556,-163.1658333,27
1398264,Andreafsky River,Stream,Wade Hampton (CA),62.0291667,-163.2525,3
1398265,Andreanof Islands,Island,Aleutians West (CA),51.8727778,-176.1955556,64
1398285,Angyoyaravak Bay,Bay,Wade Hampton (CA),61.2680556,-165.7319444,0
1398286,Aniak,Populated Place,Bethel (CA),61.5783333,-159.5222222,15
1398288,Aniak River,Stream,Bethel (CA),61.5744444,-159.4875,16
1398290,Aniakchak Bay,Bay,Lake and Peninsula,56.7172222,-157.4672222,0
1398293,Aniakchak River,Stream,Lake and Peninsula,56.7636111,-157.4952778,13
1398296,Aniktun Island,Island,Wade Hampton (CA),61.7622222,-166.1341667,2
1398298,Anisak River,Stream,Northwest Arctic,68.04,-158.9563889,241
1398335,Anvik,Populated Place,Yukon-Koyukuk (CA),62.6561111,-160.2066667,16
1398336,Anvik River,Stream,Yukon-Koyukuk (CA),62.6805556,-160.2030556,16
1398349,Apavawook Cape,Cape,Nome (CA),63.1441667,-168.8711111,0
1398350,Aphrewn River,Stream,Wade Hampton (CA),61.0877778,-165.3047222,0
1398380,Arctic Lagoon,Bay,Nome (CA),66.095,-166.5975,0
1398381,Arctic River,Stream,Nome (CA),66.1044444,-165.6897222,1
1398382,Arctic Village,Populated Place,Yukon-Koyukuk (CA),68.1269444,-145.5377778,627
1398385,Arey Island,Island,North Slope,70.1138889,-143.9091667,1
1398390,Arhymot Lake,Lake,Bethel (CA),61.6263889,-160.3472222,16
1398401,Aropuk Lake,Lake,Bethel (CA),61.1619444,-163.7941667,1
1398432,Atahgo Point,Cape,Bethel (CA),59.9672222,-165.575,13
1398436,Atigaru Point,Cape,North Slope,70.5502778,-151.7008333,0
1398439,Atigun River,Stream,North Slope,68.5252778,-149.0033333,624
1398440,Atka Island,Island,Aleutians West (CA),52.1380556,-174.4452778,402
1398442,Atkulik Island,Island,Lake and Peninsula,56.2777778,-157.7297222,215
1398465,Mount Augusta,Summit,Yakutat,60.3030556,-140.4558333,3919
1398469,Auke Bay,Populated Place,Juneau,58.3833333,-134.6597222,8
1398485,Aurora Lodge,Populated Place,Fairbanks North Star,64.4705556,-146.9386111,221
1398495,Avak River,Stream,North Slope,70.2463889,-161.6369444,0
1398498,Avalik River,Stream,North Slope,70.1216667,-159.6733333,5
1398510,Awuna River,Stream,North Slope,69.0486111,-155.4633333,220
1398516,Ayiyak River,Stream,North Slope,68.8594444,-151.9738889,217
1398523,Azun River,Stream,Wade Hampton (CA),61.0463889,-165.1425,0
1398541,Bagley Ice Valley,Valley,Valdez-Cordova (CA),60.4836111,-141.5836111,1579
1398544,Baird Inlet,Bay,Bethel (CA),60.8088889,-164.0891667,0
1398561,Bald Head,Summit,Nome (CA),64.745,-161.5380556,125
1398601,Baranof Island,Island,Sitka,56.9513889,-134.9477778,923
1398617,Barnard Glacier,Glacier,Valdez-Cordova (CA),61.165,-141.5666667,1280
1398630,Barren Islands,Island,Kodiak Island,58.9325,-152.1813889,174
1398635,Barrow,Populated Place,North Slope,71.2905556,-156.7886111,3
1398641,Barter Island,Island,North Slope,70.1180556,-143.6666667,17
1398659,Mount Bastille,Summit,North Slope,68.4619444,-160.8827778,1306
1398665,Battle Lake,Lake,Lake and Peninsula,59.0591667,-154.9108333,254
1398731,Bear Creek,Stream,Denali,63.9802778,-150.83,152
1398732,Bear Creek,Stream,Yukon-Koyukuk (CA),64.8188889,-157.1094444,37
1398758,Mount Bear,Summit,Valdez-Cordova (CA),61.2838889,-141.1422222,4520
1398774,Beaufort Sea,Sea,North Slope,70.5261111,-141.4988889,0
1398776,Beaver,Populated Place,Yukon-Koyukuk (CA),66.3594444,-147.3963889,107
1398795,Beaver Creek,Stream,Yukon-Koyukuk (CA),66.2386111,-147.5327778,102
1398817,Becharof Lake,Lake,Lake and Peninsula,57.9522222,-156.3766667,4
1398819,Bechevin Bay,Bay,Aleutians East,54.9822222,-163.3711111,0
1398853,Beluga River,Stream,Kenai Peninsula,61.2047222,-150.94,0
1398867,Bendeleben Mountains,Range,Nome (CA),65.2083333,-163.5894444,873
1398887,Bering Glacier,Glacier,Valdez-Cordova (CA),60.3022222,-143.4197222,407
1398890,Bering Strait,Channel,Nome (CA),65.7258333,-168.4202778,0
1398903,Besboro Island,Island,Nome (CA),64.12,-161.3097222,248
1398908,Bethel,Populated Place,Bethel (CA),60.7922222,-161.7558333,1
1398910,Old Bettles (historical),Populated Place,Yukon-Koyukuk (CA),66.9069444,-151.6830556,199
1398915,Lake Beverley,Lake,Dillingham (CA),59.6488889,-158.6963889,20
1398948,Big Creek,Stream,Yukon-Koyukuk (CA),66.4272222,-143.8038889,159
1398949,Big Delta,Populated Place,Southeast Fairbanks (CA),64.1525,-145.8422222,303
1398952,Big Eightmile Island,Island,Yukon-Koyukuk (CA),64.1383333,-158.6694444,33
1398989,Big Lake,Locale,Yukon-Koyukuk (CA),67.5030556,-149.4463889,524
1399005,Big River,Stream,Yukon-Koyukuk (CA),62.9652778,-154.8780556,109
1399024,Bill Moores,Populated Place,Wade Hampton (CA),62.9497222,-163.7788889,1
1399056,Birch Creek,Stream,Denali,63.8666667,-151.5558333,197
1399058,Birch Creek,Stream,Yukon-Koyukuk (CA),66.2702778,-145.5041667,135
1399070,Birch Lake,Lake,Fairbanks North Star,64.315,-146.6616667,251
1399113,Black Cape,Cape,Kodiak Island,58.4086111,-152.8852778,0
1399141,Black Lake,Lake,Lake and Peninsula,56.4572222,-158.9858333,9
1399156,Black Rapids Glacier,Glacier,Southeast Fairbanks (CA),63.4613889,-146.1933333,1223
1399157,Black River,Stream,Wade Hampton (CA),62.3569444,-165.3438889,0
1399158,Black River,Stream,Matanuska-Susitna,62.5105556,-147.4716667,823
1399160,Black River,Stream,Yukon-Koyukuk (CA),66.6641667,-144.7277778,134
1399170,Blackburn Island,Island,Yukon-Koyukuk (CA),63.3886111,-159.4736111,30
1399171,Mount Blackburn,Summit,Valdez-Cordova (CA),61.7316667,-143.4330556,4839
1399291,Bonasila River,Stream,Yukon-Koyukuk (CA),62.5327778,-160.2094444,8
1399295,Boney Creek,Stream,Yukon-Koyukuk (CA),65.0980556,-152.4277778,60
1399367,Boulder Creek,Stream,Yukon-Koyukuk (CA),67.5844444,-142.6180556,299
1399377,Boundary,Locale,Southeast Fairbanks (CA),64.0777778,-141.1069444,892
1399432,Brant Island,Island,Yukon-Koyukuk (CA),65.1566667,-153.0508333,52
1399443,Bremner Glacier,Glacier,Valdez-Cordova (CA),60.8325,-143.3152778,1097
1399459,Broad Pass,Gap,Matanuska-Susitna,63.2316667,-149.2772222,646
1399480,Lake Brooks,Lake,Lake and Peninsula,58.5022222,-155.9186111,19
1399494,Brownlow Point,Cape,North Slope,70.1655556,-145.8747222,0
1399558,Bull Creek,Stream,Yukon-Koyukuk (CA),66.2375,-141.8283333,244
1399568,Bullfrog Island,Island,Yukon-Koyukuk (CA),63.7236111,-159.2555556,30
1399711,Calm Point,Cape,Dillingham (CA),58.5469444,-161.0719444,69
1399712,Camden Bay,Bay,North Slope,70.0675,-145.2816667,0
1399780,Canning River,Stream,North Slope,70.0783333,-145.5655556,0
1399788,Cantwell,Populated Place,Denali,63.3916667,-148.9508333,669
1399792,Canwell Glacier,Glacier,Southeast Fairbanks (CA),63.3347222,-145.5488889,1219
1399838,Cape Alitak,Cape,Kodiak Island,56.8475,-154.3011111,17
1399839,Cape Atushagvik,Cape,Kodiak Island,58.0822222,-154.3211111,0
1399843,Cape Barnabas,Cape,Kodiak Island,57.1519444,-152.8680556,0
1399844,Cape Beaufort,Cape,North Slope,69.0338889,-163.8352778,3
1399846,Cape Chichagof,Cape,Lake and Peninsula,58.3727778,-157.5375,7
1399847,Cape Chiniak,Cape,Kodiak Island,57.6205556,-152.1566667,0
1399849,Cape Constantine,Cape,Dillingham (CA),58.3930556,-158.8938889,5
1399854,Cape Darby,Cape,Nome (CA),64.3266667,-162.7852778,139
1399855,Cape Denbigh,Cape,Nome (CA),64.3811111,-161.5341667,0
1399856,Cape Douglas,Cape,Kodiak Island,58.8522222,-153.2822222,31
1399857,Cape Douglas,Cape,Nome (CA),64.9986111,-166.6986111,1
1399858,Cape Dyer,Cape,North Slope,68.6527778,-166.2266667,139
1399859,Cape Etolin,Cape,Bethel (CA),60.4261111,-166.1644444,10
1399860,Cape Grant,Cape,Kodiak Island,57.4227778,-154.7155556,150
1399861,Cape Greig,Cape,Lake and Peninsula,57.7288889,-157.6966667,50
1399864,Cape Halkett,Cape,North Slope,70.8027778,-152.1880556,0
1399870,Cape Ikolik,Cape,Kodiak Island,57.2877778,-154.7858333,154
1399877,Cape Kayakliut,Cape,Kodiak Island,57.2933333,-156.3186111,0
1399881,Cape Kilokak,Cape,Kodiak Island,57.1813889,-156.3380556,28
1399884,Cape Kubugakli,Cape,Kodiak Island,57.8986111,-155.0766667,15
1399886,Cape Kuliuk,Cape,Kodiak Island,57.8044444,-153.9305556,48
1399888,Cape Kumliun,Cape,Lake and Peninsula,56.5305556,-157.9319444,209
1399890,Cape Kuyuyukak,Cape,Lake and Peninsula,56.8994444,-156.8247222,28
1399894,Cape Lisburne,Cape,North Slope,68.8811111,-166.21,68
1399896,Cape Manning,Cape,Bethel (CA),60.2744444,-165.6755556,0
1399897,Cape Mendenhall,Cape,Bethel (CA),59.7825,-166.1533333,36
1399902,Cape Newenham,Cape,Bethel (CA),58.65,-162.1725,0
1399903,Cape Nome,Cape,Nome (CA),64.4375,-165.0063889,137
1399905,Cape Nukshak,Cape,Kodiak Island,58.3941667,-153.9944444,37
1399908,Cape Peirce,Cape,Bethel (CA),58.5527778,-161.7686111,82
1399909,Cape Prince of Wales,Cape,Nome (CA),65.5963889,-168.0847222,134
1399912,Cape Rodney,Cape,Nome (CA),64.6486111,-166.4030556,1
1399913,Cape Romanzof,Cape,Wade Hampton (CA),61.8122222,-166.0977778,128
1399914,Cape Sabine,Cape,North Slope,68.9156,-164.6077,2
1399915,Cape Saint Elias,Cape,Valdez-Cordova (CA),59.8075,-144.5866667,384
1399918,Cape Simpson,Cape,North Slope,70.9891667,-154.5725,4
1399919,Cape Sitkinak,Cape,Kodiak Island,56.5625,-153.8747222,30
1399920,Cape Spencer,Cape,Hoonah-Angoon (CA),58.2113889,-136.6483333,1
1399922,Cape Suckling,Cape,Valdez-Cordova (CA),59.9897222,-143.8833333,17
1399924,Cape Thompson,Cape,North Slope,68.1438889,-165.9777778,75
1399928,Cape Ugyak,Cape,Kodiak Island,58.2794,-154.1044,1
1399929,Cape Unalishagvak,Cape,Kodiak Island,57.5452778,-155.73,6
1399930,Cape Upright,Cape,Bethel (CA),60.3122222,-172.2277778,34
1399932,Cape Vancouver,Cape,Bethel (CA),60.5483333,-165.4177778,28
1399933,Cape Woolley,Cape,Nome (CA),64.7963889,-166.4719444,4
1399935,Cape Yakataga,Populated Place,Valdez-Cordova (CA),60.0663889,-142.4308333,6
1399989,Caribou River,Stream,Aleutians East,55.9527778,-161.365,0
1399998,Carlo Island,Island,Yukon-Koyukuk (CA),62.4097222,-160.0025,15
1400028,Carter Spit,Bar,Bethel (CA),59.2947222,-162.0222222,1
1400057,Castle Bay,Bay,Lake and Peninsula,56.2388889,-158.2322222,0
1400106,Central,Populated Place,Yukon-Koyukuk (CA),65.5725,-144.8030556,287
1400113,Chagvan Bay,Bay,Bethel (CA),58.7822222,-161.7122222,0
1400120,Chakaktolik Creek,Stream,Wade Hampton (CA),61.7697222,-163.6241667,8
1400128,Chalkyitsik,Populated Place,Yukon-Koyukuk (CA),66.6544444,-143.7222222,160
1400137,Chandalar,Populated Place,Yukon-Koyukuk (CA),67.5052778,-148.4936111,571
1400139,Chandalar Lake,Lake,Yukon-Koyukuk (CA),67.5075,-148.5125,562
1400141,Chandalar River,Stream,Yukon-Koyukuk (CA),66.6091667,-146.0025,121
1400143,Chandler Lake,Lake,North Slope,68.2286111,-152.7041667,888
1400144,Chandler River,Stream,North Slope,69.4513889,-151.4975,52
1400145,Chaniliut,Populated Place,Wade Hampton (CA),63.0411111,-163.3933333,0
1400147,Chankliut Island,Island,Lake and Peninsula,56.1422222,-158.1219444,134
1400160,Charley River,Stream,Southeast Fairbanks (CA),65.3172222,-142.7805556,209
1400165,Chase,Locale,Matanuska-Susitna,62.4561111,-150.1152778,147
1400167,Chatanika,Populated Place,Fairbanks North Star,65.1122222,-147.4772222,283
1400168,Chatanika River,Stream,Yukon-Koyukuk (CA),65.0766667,-149.2772222,92
1400173,Lake Chauekuktuli,Lake,Dillingham (CA),60.0583333,-158.8311111,96
1400185,Cheeneetnuk River,Stream,Bethel (CA),61.8130556,-156.005,107
1400188,Chefornak,Populated Place,Bethel (CA),60.16,-164.2658333,0
1400195,Chelatna Lake,Lake,Matanuska-Susitna,62.4841667,-151.4577778,422
1400196,Chelatna Lodge,Populated Place,Matanuska-Susitna,62.4344444,-151.4044444,422
1400199,Chena Hot Springs,Populated Place,Fairbanks North Star,65.0530556,-146.0555556,354
1400201,Chena River,Stream,Fairbanks North Star,64.7955556,-147.9119444,128
1400219,Chevak,Populated Place,Wade Hampton (CA),61.5277778,-165.5863889,15
1400226,Chiachi Islands,Island,Lake and Peninsula,55.86,-159.105,148
1400239,Chickaloon,Populated Place,Matanuska-Susitna,61.7966667,-148.4627778,321
1400245,Chicken,Populated Place,Southeast Fairbanks (CA),64.0733333,-141.9361111,512
1400267,Chiginagak Bay,Bay,Lake and Peninsula,56.9813889,-156.7177778,0
1400268,Mount Chiginagak,Summit,Lake and Peninsula,57.1341667,-156.9838889,1984
1400269,Chignik,Populated Place,Lake and Peninsula,56.2952778,-158.4022222,0
1400270,Chignik Bay,Bay,Lake and Peninsula,56.3852778,-158.2261111,0
1400274,Chignik Lagoon,Populated Place,Lake and Peninsula,56.3084393,-158.5302391,22
1400275,Chignik Lake,Lake,Lake and Peninsula,56.2711111,-158.8525,2
1400283,Chikuminuk Lake,Lake,Dillingham (CA),60.2272222,-158.9863889,182
1400287,Chilikadrotna River,Stream,Lake and Peninsula,60.5927778,-155.3922222,259
1400303,Chiniak Bay,Bay,Kodiak Island,57.7130556,-152.3558333,0
1400309,Chinigyak Cape,Cape,Bethel (CA),60.4516667,-165.1394444,0
1400310,Mount Chiniklik,Summit,Wade Hampton (CA),61.9541667,-161.1969444,709
1400315,Chipp River,Stream,North Slope,70.8305556,-155.6033333,0
1400319,Chirikof Island,Island,Kodiak Island,55.825,-155.6219444,182
1400320,Chiroskey River,Stream,Nome (CA),63.9211111,-160.3311111,11
1400321,Chisana,Populated Place,Valdez-Cordova (CA),62.0661111,-142.0408333,1027
1400323,Chisana Glacier,Glacier,Valdez-Cordova (CA),62.0122222,-142.3458333,1376
1400326,Chisana River,Stream,Southeast Fairbanks (CA),63.0491667,-141.8644444,510
1400333,Chistochina,Populated Place,Valdez-Cordova (CA),62.5717828,-144.6541704,574
1400335,Chistochina River,Stream,Valdez-Cordova (CA),62.5877778,-144.5936111,580
1400336,Chitanana River,Stream,Yukon-Koyukuk (CA),64.9272222,-151.525,69
1400337,Chitina,Populated Place,Valdez-Cordova (CA),61.5158333,-144.4369444,180
1400338,Chitina Glacier,Glacier,Valdez-Cordova (CA),61.0041667,-141.2575,1001
1400339,Chitina River,Stream,Valdez-Cordova (CA),61.4972222,-144.4194444,147
1400365,Chowiet Island,Island,Kodiak Island,56.0336111,-156.7016667,105
1400370,Christian River,Stream,Yukon-Koyukuk (CA),66.6358333,-145.8286111,123
1400378,Chugiak,Populated Place,Anchorage,61.3888889,-149.4819444,137
1400379,Chuginadak Island,Island,Aleutians West (CA),52.8447222,-169.8180556,670
1400385,Chukowan River,Stream,Bethel (CA),60.8508333,-157.8497222,114
1400391,Chulitna River,Stream,Lake and Peninsula,60.1819444,-154.5636111,77
1400392,Chulitna River,Stream,Matanuska-Susitna,62.3355556,-150.1502778,91
1400395,Chunilna Creek,Stream,Matanuska-Susitna,62.37,-150.0088889,136
1400398,Mount Churchill,Summit,Valdez-Cordova (CA),61.4194444,-141.7147222,4726
1400402,Cinder River,Stream,Lake and Peninsula,57.3705556,-158.0975,0
1400404,Circle,Populated Place,Yukon-Koyukuk (CA),65.8255556,-144.0605556,174
1400425,Lake Clark,Lake,Lake and Peninsula,60.2441667,-154.2852778,77
1400426,Clarks Point,Populated Place,Dillingham (CA),58.8441667,-158.5508333,1
1400450,Clear Creek,Stream,Fairbanks North Star,64.7433333,-147.9188889,125
1400476,Clearwater Ranch,Locale,Southeast Fairbanks (CA),64.0505556,-145.4211111,320
1400481,Cleary Summit,Locale,Fairbanks North Star,65.0472222,-147.4336111,675
1400505,Coal Creek,Populated Place,Yukon-Koyukuk (CA),65.3052778,-143.1536111,301
1400540,Cockedhat Mountain,Summit,North Slope,68.1466667,-150.6913889,2146
1400570,Cold Bay,Bay,Aleutians East,55.1916667,-162.5694444,0
1400576,Coleen River,Stream,Yukon-Koyukuk (CA),67.0722222,-142.4969444,177
1400578,College,Populated Place,Fairbanks North Star,64.8569444,-147.8027778,137
1400581,College Fiord,Bay,Valdez-Cordova (CA),61.1088889,-147.9211111,0
1400588,Colorado,Populated Place,Matanuska-Susitna,63.1627778,-149.4358333,583
1400609,Columbia Glacier,Glacier,Valdez-Cordova (CA),61.2197222,-146.8952778,743
1400612,Columbus Glacier,Glacier,Valdez-Cordova (CA),60.4063889,-141.0861111,1869
1400615,Colville River,Stream,North Slope,70.4461111,-150.3577778,0
1400652,Cook Inlet,Bay,Kenai Peninsula,58.9419444,-153.1855556,0
1400669,Copper Center,Populated Place,Valdez-Cordova (CA),61.9769598,-145.3297294,315
1400678,Copper Lake,Lake,Valdez-Cordova (CA),62.4255556,-143.555,885
1400704,Cosna River,Stream,Yukon-Koyukuk (CA),64.8544444,-151.3652778,76
1400714,Cottonwood,Populated Place,Matanuska-Susitna,61.5133333,-149.5641667,29
1400821,Cronin Island,Island,Yukon-Koyukuk (CA),65.1216667,-153.3186111,52
1400823,Crooked Creek,Locale,Southeast Fairbanks (CA),64.9302778,-141.6586111,401
1400824,Crooked Creek,Populated Place,Bethel (CA),61.87,-158.1108333,107
1400854,Cross Island,Island,North Slope,70.4908333,-147.9458333,1
1400859,Cross Sound,Bay,Hoonah-Angoon (CA),58.1777778,-136.51,0
1400863,Crosswind Lake,Lake,Valdez-Cordova (CA),62.3555556,-146.0163889,644
1400901,Curry,Populated Place,Matanuska-Susitna,62.6147222,-150.0119444,169
1400922,Dadina River,Stream,Valdez-Cordova (CA),61.8163889,-145.0677778,259
1400949,Dall Glacier,Glacier,Matanuska-Susitna,62.6908333,-152.0688889,1019
1400950,Dall Lake,Lake,Bethel (CA),60.3516667,-163.6711111,4
1400953,Dall River,Stream,Yukon-Koyukuk (CA),66.0063889,-149.2575,90
1400970,Dangerous Cape,Cape,Kodiak Island,57.2827778,-152.7016667,226
1400974,Darby Mountains,Range,Nome (CA),64.9416667,-162.4622222,655
1400976,Dark Island,Island,Kodiak Island,58.6436111,-152.5444444,22
1400984,Datheekook Point,Cape,Bethel (CA),60.0713889,-167.3336111,46
1400996,Davidson Mountains,Range,North Slope,68.6791667,-142.3658333,1420
1401014,De Long Mountains,Range,North Slope,68.4166667,-161.6666667,595
1401046,Dease Inlet,Channel,North Slope,71.0308333,-155.4261111,0
1401051,Debauch Mountain,Summit,Yukon-Koyukuk (CA),64.5175,-159.8780556,968
1401052,Mount Deborah,Summit,Southeast Fairbanks (CA),63.6375,-147.2372222,3680
1401095,Delarof Islands,Island,Aleutians West (CA),51.3869444,-178.9630556,83
1401102,Delta Creek,Stream,Southeast Fairbanks (CA),64.2575,-146.3005556,268
1401104,Delta Junction,Populated Place,Southeast Fairbanks (CA),64.0377778,-145.7322222,353
1401105,Delta River,Stream,Southeast Fairbanks (CA),64.1552778,-145.8597222,302
1401108,Demarcation Point,Cape,North Slope,69.6888889,-141.2927778,0
1401116,Denali,Populated Place,Matanuska-Susitna,63.1786111,-147.4661111,844
1401126,Dennison Fork,Stream,Southeast Fairbanks (CA),64.055,-141.9077778,497
1401203,Dillingham,Populated Place,Dillingham (CA),59.0397222,-158.4575,31
1401213,Diomede,Populated Place,Nome (CA),65.7537652,-168.92315,312
1401238,Dishna River,Stream,Yukon-Koyukuk (CA),63.60528,-157.28389,30
1401281,Dog Salmon River,Stream,Lake and Peninsula,57.4808333,-157.4838889,0
1401340,Donnelly,Populated Place,Southeast Fairbanks (CA),63.6736111,-145.8833333,544
1401365,Dot Lake,Lake,Southeast Fairbanks (CA),63.6641667,-144.0688889,426
1401374,Douglas,Populated Place,Juneau,58.2755556,-134.3925,5
1401396,Drew Point,Cape,North Slope,70.8769444,-153.9369444,2
1401406,Mount Drum,Summit,Valdez-Cordova (CA),62.1161111,-144.6377778,3553
1401425,Dry Creek,Stream,Fairbanks North Star,64.5205556,-147.5886111,169
1401470,Dulbi River,Stream,Yukon-Koyukuk (CA),65.4491667,-156.5205556,30
1401499,Eagle,Populated Place,Southeast Fairbanks (CA),64.7880556,-141.2,261
1401536,Eagle Island,Island,Yukon-Koyukuk (CA),62.93,-159.9952778,23
1401537,Eagle Island,Island,Yukon-Koyukuk (CA),63.5711111,-159.4666667,30
1401545,Eagle River,Populated Place,Anchorage,61.3213889,-149.5677778,98
1401553,Eagle Village,Populated Place,Southeast Fairbanks (CA),64.7805556,-141.1136111,261
1401571,East Fork Andreafsky River,Stream,Wade Hampton (CA),62.0572222,-163.1122222,10
1401581,East Fork Dennison Fork,Stream,Southeast Fairbanks (CA),63.6263889,-141.8966667,598
1401582,East Fork Etivluk River,Stream,North Slope,68.8486111,-156.1052778,289
1401585,East Fork George River,Stream,Bethel (CA),61.9944444,-157.6069444,85
1401594,East Fork Koyuk River,Stream,Nome (CA),65.1233333,-160.9966667,9
1401618,East Fork Yuki River,Stream,Yukon-Koyukuk (CA),64.3616667,-156.3861111,77
1401635,Easter Creek,Stream,North Slope,68.1425,-154.1627778,538
1401648,Echooka River,Stream,North Slope,69.4152778,-148.2688889,196
1401661,Edith Island,Island,Yukon-Koyukuk (CA),64.9358333,-154.3630556,52
1401666,Eek,Populated Place,Bethel (CA),60.2188889,-162.0244444,0
1401674,Eek River,Stream,Bethel (CA),60.0852778,-162.3077778,0
1401682,Egaksrak River,Stream,North Slope,69.8322222,-142.0402778,0
1401686,Egegik,Populated Place,Lake and Peninsula,58.2155556,-157.3758333,0
1401687,Egegik Bay,Bay,Lake and Peninsula,58.1861111,-157.4577778,0
1401688,Egegik River,Stream,Lake and Peninsula,58.2052778,-157.4186111,0
1401727,Eklutna,Populated Place,Anchorage,61.4580556,-149.3622222,16
1401730,Eklutna Lake,Reservoir,Anchorage,61.4052778,-149.1477778,273
1401735,Ekuk,Populated Place,Dillingham (CA),58.8035099,-158.5533853,5
1401738,Ekwok,Populated Place,Dillingham (CA),59.3497222,-157.4752778,33
1401772,Eldridge Glacier,Glacier,Matanuska-Susitna,63.0233333,-150.1238889,895
1401774,Mount Eldridge,Summit,Southeast Fairbanks (CA),64.7580556,-141.7897222,1824
1401783,Elephant Rock,Bar,Bethel (CA),60.6941667,-173.0777778,0
1401787,Elfin Cove,Populated Place,Hoonah-Angoon (CA),58.1944444,-136.3433333,73
1401788,Elim,Populated Place,Nome (CA),64.6175,-162.2605556,14
1401810,Elson Lagoon,Bay,North Slope,71.285,-156.1508333,0
1401845,Endicott Mountains,Range,Yukon-Koyukuk (CA),67.9166667,-151.8333333,1029
1401877,Eska,Populated Place,Matanuska-Susitna,61.7377778,-148.9086111,290
1401900,Etivluk River,Stream,North Slope,68.9533333,-155.9561111,300
1401908,Eureka,Populated Place,Yukon-Koyukuk (CA),65.1794444,-150.2144444,229
1401927,Eureka Roadhouse,Populated Place,Matanuska-Susitna,61.9386111,-147.1680556,1004
1401944,Ewan Lake,Lake,Valdez-Cordova (CA),62.4277778,-145.7827778,637
1401951,Excursion Inlet,Populated Place,Haines,58.4213889,-135.4366667,26
1401958,Fairbanks,Populated Place,Fairbanks North Star,64.8377778,-147.7163889,136
1402025,Feniak Lake,Lake,North Slope,68.2458333,-158.32,439
1402107,Fish Creek,Stream,Yukon-Koyukuk (CA),66.6086111,-151.5877778,158
1402109,Fish Creek,Stream,North Slope,70.3738889,-151.2188889,0
